fire_name,county,cost,burnt_acres,startDate,finishDate,latitude,longitude,injuries,destroyedStructures,threatenedStructures,airtankers,dozers,fireEngines,firePersonnel,fireCrews,helicopters,waterTenders,meanTemp,maxTemp,minTemp,dewPoint,avgHumidity,maxHumidity,minHumidity,fire,maxWind
Elk Fire Incident Information: ,Kern,,16,6/2/17 18:55,6/3/17 09:00,35.400517,-119.4695619,,,,,,,,,,,79,91,66,55,49,68,30,1,23
Jones Fire Incident Information: ,Modoc,,42,6/3/17 13:09,9/19/17 20:23,41.495313,-120.539949,,,,,,,,,,,63,81,45,36,48,83,12,1,29
Vernon Fire Incident Information: ,Riverside,,27,6/3/17 12:09,9/19/17 20:23,33.7807657,-116.917828,,,,,,,,,,,,73,50,,,,,1,0
5 Fire Incident Information: ,Los Angeles,,25,6/3/17 15:39,9/19/17 20:23,34.5173419,-118.5920167,,,,,,,,,,,,75,54,,,,,1,0
Creek Fire  Incident Information: ,Kern,,33,6/4/17 22:11,6/5/17 18:45,35.6096065,-118.4650515,,,,,,,,,,,84,99,70,48,36,57,14,1,26
Dehesa Fire Incident Information: ,San Diego,,12,6/4/17 11:04,6/4/17 16:00,32.7811178,-116.8488901,,,,,,,,,,,63,64,61,59,90,100,81,1,14
Spring Fire  Incident Information: ,Tehama,,78,6/4/17 16:22,9/19/17 20:27,40.717567,-122.334905,,,,,,,,,,,63,77,46,34,42,76,9,1,26
River Fire Incident Information: ,Lassen,,67,6/4/17 16:12,9/19/17 20:27,40.0150795,-120.1026145,,,,,,,,,,,72,86,55,32,34,55,13,1,45
Shirleon Fire  Incident Information: ,Riverside,,7,6/4/17 16:48,9/19/17 20:27,33.88759802,-117.6417257,,,,,,,,,,,66,82,52,55,82,100,47,1,26
Fish Fire Incident Information: ,Contra Costa,,20,6/5/17 13:17,9/19/17 20:27,37.8802055,-122.1834549,,,,,,,,,,,64,81,46,52,63,86,40,1,27
Pine Fire Incident Information: ,Kern,,9,6/5/17 14:02,9/19/17 20:27,34.81095993,-116.4526278,,,,,,,,,,,82,99,66,30,16,33,7,1,26
Wilbur Fire Incident Information: ,Butte,,91,6/6/17 12:43,9/19/17 20:27,35.64633031,-119.3724442,,,,,,,,,,,82,97,66,45,28,42,13,1,21
Whitepine Fire Incident Information: ,Siskiyou,,46,6/6/17 16:38,6/7/17 08:05,41.8775849,-122.462288,,,,,,,,,,,64,82,45,41,44,76,14,1,11
Dinely Fire Incident Information: ,Tulare,,339,6/7/17 11:55,6/10/17 18:00,36.40363,-118.9790625,4,,,,0,30,435,19,1,3,75,97,55,45,50,83,16,1,26
26 Fire Incident Information: ,Madera,,157,6/7/17 21:00,6/8/17 07:46,37.20780118,-120.1135681,,,,,,,,,,,79,97,63,43,33,52,13,1,29
Breckenridge Fire Incident Information: ,Kern,,35,6/9/17 04:53,6/9/17 11:00,35.374324,-118.8439818,,,,,,,,,,,77,90,64,54,45,58,31,1,32
Hog Fire Incident Information: ,Monterey,,14,6/9/17 16:15,6/9/17 20:15,35.51665184,-119.7680081,,,,,,,,,,,72,86,57,54,53,72,37,1,23
Bodfish Fire Incident Information: ,Kern,,206,6/10/17 12:17,9/19/17 20:32,35.6180087,-118.473141,,,,,,,,,,,70,79,61,46,48,63,32,1,26
Oakwood Fire Incident Information: ,Madera,,1431,6/10/17 13:19,9/19/17 20:32,37.0825054,-119.8069404,,,,,,3,13,,,,68,79,55,43,46,72,19,1,35
Wild Fire Incident Information: ,Fresno,,186,6/11/17 10:46,9/19/17 20:32,36.7054443,-120.4054938,,,,,,,,,,,63,72,54,39,45,67,22,1,47
Pleyto Fire Incident Information: ,Monterey,,32,6/11/17 18:12,9/19/17 20:32,36.31774253,-121.7468219,,,,,,,,,,,57,63,54,48,77,93,60,1,35
Monterey Fire Incident Information: ,Fresno,,450,6/11/17 17:15,9/19/17 20:32,37.0170072,-120.3420475,,,,,,,,,,,63,72,54,39,45,67,22,1,47
Tivy Fire Incident Information: ,Fresno,,76,6/11/17 22:45,9/19/17 20:32,36.8005048,-119.3590131,,,,,,,,,,,63,72,54,39,45,67,22,1,47
Red Fire Incident Information: ,Tuolumne,,38,6/11/17 18:49,9/19/17 20:32,37.8528199,-120.4534127,,,,,,,,,,,61,72,48,41,53,77,28,1,23
Refuge Fire Incident Information: ,Napa,,22,6/13/17 10:18,9/19/17 20:39,38.6750005,-122.2775836,,,,,2,6,80,4,,,64,81,46,48,64,93,35,1,29
Valley Fire Incident Information: ,Riverside,,33,6/13/17 12:00,9/19/17 20:39,33.53101749,-116.967959,,,,,,,,,,,,81,52,,,,,1,0
Platina Fire Incident Information: ,Shasta,,21,6/13/17 12:47,9/19/17 20:39,39.27833934,-121.6274214,,,,,,,,,,,64,77,50,45,53,76,29,1,19
Douglas Fire Incident Information: ,San Diego,,50,6/13/17 14:31,9/19/17 22:12,33.241084,-117.290951,,,,,,,,,,,64,72,55,54,70,87,47,1,16
King Fire Incident Information: ,Tulare,,135,6/13/17 17:00,9/19/17 20:39,35.7076178,-118.4494808,2,,,,,20,212,10,1,2,70,82,55,45,40,56,24,1,19
Reed Fire Incident Information: ,Riverside,,20,6/13/17 17:21,9/19/17 20:39,33.69876393,-116.1069887,,,,,,,,,,,81,99,63,36,32,56,7,1,24
Lucy Fire Incident Information: ,San Luis Obispo,,150,6/14/17 11:44,9/19/17 20:39,35.37531556,-120.9188096,,,,,,,,,,,,55,48,,,,,1,0
Westfall Fire Incident Information: ,Mariposa,,63,6/15/17 07:30,9/19/17 20:39,38.6092941,-121.165823,,,,,,,,,,,73,88,63,48,40,56,21,1,19
Canyon Fire Incident Information: ,Riverside,,105,6/15/17 11:36,9/19/17 20:39,33.77348798,-116.6857346,,,,,,,,,,,,81,52,,,,,1,0
Nuevo Fire Incident Information: ,Riverside,,28,6/15/17 15:51,9/19/17 20:39,33.7992574,-117.1165903,,,,,,,,,,,70,91,48,52,52,83,28,1,27
Skyway Fire Incident Information: ,Butte,,134,6/16/17 09:27,9/19/17 20:50,39.7179413,-121.8034015,,,,,,,,,,,86,100,73,54,36,57,21,1,26
Springs Fire Incident Information: ,Riverside,,10,6/16/17 14:51,9/19/17 20:50,33.80426125,-116.9955389,,,,,,,,,,,73,93,54,54,50,86,26,1,27
Shore Fire Incident Information: ,Monterey,,32,6/16/17 15:49,9/19/17 20:50,35.943377,-121.083262,,,,,,,,,,,,55,48,,,,,1,0
Lake Fire Incident Information: ,Los Angeles,,800,6/17/17 13:55,9/19/17 20:50,34.5258138,-118.6049772,,,,,,,,,,,,79,55,,,,,1,0
Bolla Fire Incident Information: ,Tehama,,60,6/18/17 07:15,9/19/17 20:50,40.58438992,-122.6973004,,,,,,,,,,,,90,61,,,,,1,0
Lambs Fire Incident Information: ,Riverside,,10,6/18/17 12:28,9/19/17 20:50,33.9095137,-116.968219,,,,,,,,,,,73,91,55,55,53,89,28,1,26
Smiley Fire Incident Information: ,Riverside,,153,6/18/17 15:10,9/19/17 20:50,33.64584197,-116.2481351,,,,,,,,,,,99,117,79,45,24,42,5,1,19
Road Fire Incident Information: ,Madera,,25,6/18/17 14:04,9/19/17 20:50,37.0245565,-119.9471934,,,,,,,,,,,91,108,75,61,45,69,21,1,19
Highway Fire Incident Information: ,Kern,,1522,6/18/17 14:22,9/19/17 20:50,33.94396937,-116.1675423,,,,,,,,,,,93,111,81,23,8,14,4,1,23
Trellis Fire Incident Information: ,Riverside,,26,6/18/17 16:03,9/19/17 21:06,33.79095967,-117.7933134,,,,,,,,,,,73,91,55,55,53,89,28,1,26
Bogus Fire Incident Information: ,Siskiyou,,56,6/18/17 15:45,9/19/17 20:50,41.36612508,-122.1163725,,,,,,,,,,,75,90,61,54,52,72,34,1,19
Holcomb Fire Incident Information: ,San Bernardino,,1503,6/19/17 15:05,9/19/17 21:06,34.3052656,-116.8219808,,,,,,,,,,,,82,54,,,,,1,0
Orange Fire Incident Information: ,Stanislaus,,65,6/21/17 14:45,9/19/17 21:06,37.0809053,-119.3275642,,,,,,,,,,,91,108,75,61,39,64,14,1,19
Quimby Fire Incident Information: ,Santa Clara,,54,6/21/17 18:02,9/19/17 21:04,37.341465,-121.719671,,,,,,,,,,,72,90,54,54,66,94,31,1,27
Highway Fire Incident Information: ,Butte,,21,6/22/17 09:49,9/19/17 21:04,37.40105454,-120.4025609,,,,,,,,,,,91,108,75,64,54,87,20,1,16
Lone Fire Incident Information: ,Butte,,111,6/22/17 11:10,9/19/17 21:04,39.3865514,-121.5765631,,,,,,,,,,,91,106,79,57,34,60,18,1,26
Toll Fire Incident Information: ,Solano,,39,6/22/17 13:08,9/19/17 22:10,38.0738162,-122.229878,,,,,,,,,,,75,91,61,57,58,78,38,1,34
Creek Fire Incident Information: ,Fresno,,357,6/23/17 16:00,9/19/17 21:04,36.15473076,-119.2027269,,,,,,,,,,,90,106,73,63,40,53,27,1,16
Paskenta Fire Incident Information: ,Tehama,,42,6/24/17 11:15,9/19/17 21:16,40.2989784,-122.1178315,,,,,,,,,,,88,100,77,63,42,65,27,1,26
King Incident Incident Information: ,Tulare,,,6/23/17 22:32,9/19/17 22:10,35.24489148,-117.9857562,,,,,,,,,,,90,111,66,37,17,40,6,1,32
Placerita Fire Incident Information: ,Los Angeles,,760,6/25/17 12:47,9/19/17 22:11,33.98029077,-118.3942564,,,,,,,,,,,,82,57,,,,,1,0
Black Fire Incident Information: ,San Diego,,36,6/25/17 12:09,9/19/17 21:16,33.1878113,-116.7788609,,,,,,,,,,,68,73,63,63,84,97,70,1,19
King Fire Incident Information: ,Siskiyou,,19,6/26/17 12:30,9/19/17 21:16,39.25839096,-122.5407364,,,,,,,,,,,70,82,57,54,68,93,42,1,23
Manzanita Fire Incident Information: ,Riverside,,6309,6/26/17 15:10,9/19/17 21:16,33.8838439,-116.9967943,,,,,,,,,,,81,102,57,54,45,84,16,1,26
Hill Fire Incident Information: ,San Luis Obispo,,1598,6/26/17 15:27,9/19/17 21:16,35.353112,-120.397654,,4,,,,,,,,,73,97,48,48,53,93,13,1,32
Latrobe Fire Incident Information: ,Sacramento,,35,6/27/17 07:39,9/19/17 21:16,38.5290306,-121.3350068,,,,,,,,,,,72,84,61,54,51,72,29,1,16
Sloane Fire Incident Information: ,San Diego,,25,6/27/17 09:38,9/19/17 21:16,35.35145374,-118.0095735,,,,,,,,,,,86,100,72,30,14,31,5,1,35
Pine Fire Incident Information: ,Marin,,38,6/27/17 10:39,6/28/17 21:30,37.88616081,-122.5436713,,,,,,,,,,,68,81,55,54,64,86,42,1,32
Shore Fire Incident Information: ,Del Norte,,28,6/26/17 21:30,9/19/17 21:16,41.76484595,-123.5997821,,,,,,,,,,,59,63,55,55,89,100,78,1,16
Mart Fire Incident Information: ,San Bernardino,,670,6/27/17 15:22,9/19/17 22:11,34.1338415,-117.1926918,,,,,,,,,,,75,97,55,52,48,77,22,1,26
Alvarado Fire Incident Information: ,Monterey,,15,6/28/17 09:30,9/19/17 21:21,36.17440826,-121.3999248,,,,,,,,,,,,57,50,,,,,1,0
Battle Fire Incident Information: ,Modoc,,562,6/28/17 13:50,9/19/17 22:11,41.61188975,-118.9371263,,,,,,,,,,,,,,,,,,1,0
Ben Fire Incident Information: ,Mariposa,,630,6/28/17 15:49,9/19/17 21:21,37.84565857,-120.0410361,,,,,,,380,1,,5,72,91,54,48,47,88,14,1,14
 Cristianitos Fire Incident Information: ,San Diego,,,6/28/17 17:56,9/19/17 21:21,35.56821691,-117.3699094,,,,,,,,,,,,99,63,,,,,1,0
Ranch Fire Incident Information: ,Santa Clara,,3,6/29/17 13:56,9/19/17 21:21,37.341465,-121.719671,,,,,,,,,,,64,77,50,52,72,94,36,1,27
Topanga Fire Incident Information: ,Los Angeles,,55,6/29/17 15:09,9/19/17 22:11,34.0390025,-118.5821396,,,,,,,,,,,,82,59,,,,,1,0
Stokes Fire Incident Information: ,Los Angeles,,41,6/29/17 15:45,9/19/17 21:21,34.1041827,-118.7029436,,,,,,,,,,,,82,59,,,,,1,0
Lockwood Fire Incident Information: ,Monterey,,42,6/29/17 20:44,9/19/17 21:21,34.84563144,-120.9381827,,,,,,,,,,,61,66,54,54,84,100,65,1,29
Tarina Fire  Incident Information: ,Kern,,1200,6/30/17 13:49,9/19/17 21:21,35.06947579,-117.7967769,,,,,,,,,,,82,104,59,32,17,29,5,1,32
Oak Fire Incident Information: ,Shasta,,128,7/1/17 00:48,7/2/17 18:00,34.72034489,-118.6687746,,,,,,,,,,,,84,59,,,,,1,0
Brewer Fire Incident Information: ,Nevada,,10,7/2/17 12:41,7/2/17 17:15,38.85492023,-120.3422679,,,,,,,,,,,72,79,64,46,42,59,35,1,13
Lisa Fire Incident Information: ,Riverside,,11,7/2/17 13:04,7/2/17 17:00,33.82165683,-116.1172729,,,,,,,,,,,88,102,75,30,14,25,6,1,35
Desabla Fire Incident Information: ,Butte,,14,7/2/17 13:43,9/19/17 21:31,39.08446676,-119.5582057,,,,,,,,,,,75,93,57,43,33,63,11,1,23
Spring Fire Incident Information: ,Mariposa,,225,7/2/17 13:36,9/19/17 21:31,37.4588533,-119.9164046,,1,,,,41,498,23,,6,79,97,61,55,53,84,22,1,16
Derrick Fire Incident Information: ,Fresno,,1538,7/2/17 22:28,9/19/17 21:31,36.47667069,-119.5761491,,,,,,,,,,,82,99,66,54,43,68,17,1,19
Canyon Fire Incident Information: ,Riverside,,10,7/3/17 13:34,9/19/17 21:31,33.48549926,-117.5232398,,,,,,,,,,,72,95,52,55,67,100,23,1,23
Lago Fire Incident Information: ,Riverside,,50,7/3/17 15:14,9/19/17 21:31,33.8685628,-117.1766137,,,,,,,,,,,72,95,52,55,67,100,23,1,23
Timber Fire Incident Information: ,Riverside,,30,7/3/17 19:31,9/19/17 21:31,34.00078531,-116.5379506,,,,,,,,,,,,88,57,,,,,1,0
Valley Fire Incident Information: ,San Benito,,34,7/4/17 13:21,9/19/17 21:51,36.26073253,-120.9375215,,,,,,,,,,,,,,,,,,1,0
Silver Fire Incident Information: ,San Bernardino,,13,7/4/17 13:15,9/19/17 21:31,34.2916542,-117.3249201,,,,,,,,,,,75,97,54,54,50,90,16,1,24
Freedom Fire Incident Information: ,Fresno,,57,7/4/17 13:21,9/19/17 21:51,36.9102979,-120.3043739,,,,,,,,,,,86,102,70,48,30,53,7,1,21
Jurupa Fire Incident Information: ,Riverside,,35,7/4/17 15:20,9/19/17 21:51,33.59349506,-117.4439102,,,,,,,,,,,75,97,54,54,50,90,16,1,24
Lakeland Fire Incident Information: ,Butte,,18,7/4/17 15:45,9/19/17 21:51,34.97509069,-121.416176,,,,,,,,,,,,,,,,,,1,0
Grade Fire Incident Information: ,Ventura,,50,7/4/17 14:45,9/19/17 21:51,34.2019843,-118.989138,,,,,,,,,,,,86,59,,,,,1,0
Klamath Fire Incident Information: ,Siskiyou,,,7/4/17 15:21,9/19/17 21:51,40.09773459,-123.5437991,,,,,,,,,,,,61,54,,,,,1,0
Eagle Fire Incident Information: ,Riverside,,205,7/4/17 16:55,9/19/17 21:51,33.65125282,-116.1961412,,,,,,,,,,,97,115,79,37,20,35,4,1,27
Globe Fire Incident Information: ,Tulare,,21,7/5/17 08:24,9/19/17 21:51,36.0911748,-118.815724,,,,,,,,,,,82,102,64,57,45,73,20,1,19
Fay Fire Incident Information: ,Siskiyou,,469,7/5/17 11:05,9/19/17 21:51,41.3954493,-122.8433812,,,,,,,,,,,70,88,50,43,44,71,21,1,10
Auberry Fire Incident Information: ,Fresno,,91,7/5/17 15:40,9/19/17 21:57,37.02583059,-120.0248544,,5,,,,,,,,,86,102,70,54,34,47,21,1,24
Gold Fire Incident Information: ,Calaveras,,22,7/5/17 16:56,9/19/17 21:51,36.90383986,-117.7335362,,,,,,,,,,,,,,,,,,1,0
Winters Fire Incident Information: ,Yolo,,2269,7/6/17 12:41,9/19/17 21:57,38.58484942,-121.876789,4,,,,,10,123,4,,1,70,88,52,52,55,89,21,1,26
Quail Fire Incident Information: ,Kern,,1626,7/6/17 12:29,9/19/17 21:57,35.5969179,-119.136022,,,,,,,,,,,90,102,75,55,39,60,17,1,21
Alamo Fire Incident Information: ,San Luis Obispo,,28687,7/6/17 15:44,9/19/17 21:57,34.9987812,-120.3327211,,2,,,4,92,153,21,,9,73,95,52,54,63,100,26,1,21
Antelope Fire Incident Information: ,Lassen,,,7/6/17 13:00,9/19/17 21:57,40.5663889,-120.8387833,,,,,,,,,,,73,95,52,39,32,67,11,1,24
Schaeffer Fire Incident Information: ,Tulare,,16031,6/24/17 16:16,9/19/17 22:09,34.96388824,-117.8841324,,,,,,,,,,,90,109,72,41,21,42,7,1,37
Salmon-August Complex  Incident Information: ,Siskiyou,,,6/25/17 17:00,10/6/17 15:42,41.4888764,-123.2153177,,,,,,,,,,,,,,,,,,1,0
Hawk Fire Incident Information: ,Kern,,2940,7/7/17 09:18,9/19/17 21:57,35.7042678,-118.8361817,,,,,,,,,,,91,102,79,54,31,43,18,1,16
Daulton Fire Incident Information: ,Madera,,90,7/7/17 10:00,9/19/17 21:57,37.0977361,-120.0202766,,,,,,,,,,,90,104,73,52,27,36,17,1,23
Christmas Fire Incident Information: ,Riverside,,33,7/7/17 12:56,9/19/17 21:57,33.73104685,-116.1463032,,,,,,,,,,,99,115,88,36,12,20,6,1,23
Wall Fire Incident Information: ,Butte,,6033,7/7/17 14:52,9/19/17 21:57,33.68294698,-117.6893094,0,101,0,,4,10,148,4,,2,82,100,64,61,50,78,29,1,26
Bryant Fire Incident Information: ,San Bernardino,,74,7/7/17 15:45,9/19/17 21:56,35.13838724,-121.943824,,,,,,,,,,,,,,,,,,1,0
Tower Fire Incident Information: ,San Luis Obispo,,58,7/7/17 16:23,9/19/17 22:13,35.26687005,-120.8573825,,,,,,,,,,,,57,50,,,,,1,0
Banderilla Fire Incident Information: ,Mariposa,,36,7/7/17 15:50,9/19/17 22:13,38.33886882,-121.1414117,,,,,,,,,,,84,108,63,50,36,72,10,1,16
Deer Complex Incident Information: ,Contra Costa,,231,7/8/17 02:20,9/19/17 22:13,37.882018,-121.7773309,,,,,,,,,,,75,93,59,55,52,78,26,1,29
Lake Fire Incident Information: ,Stanislaus,,62,7/8/17 11:00,9/19/17 22:13,37.6483904,-120.4921857,,,,,,,,,,,90,108,72,41,25,44,6,1,26
Whittier Fire Incident Information: ,Santa Barbara,,18430,7/8/17 13:43,10/5/17 14:28,34.5754323,-119.9587994,,,,,,,,,,,82,106,59,52,46,77,14,1,29
Willow Fire Incident Information: ,Contra Costa,,370,7/8/17 15:26,9/19/17 22:13,37.99418008,-121.8780726,,,,,,,,,,,75,93,59,55,52,78,26,1,29
West Fire Incident Information: ,Yuba,,50,7/8/17 16:47,9/19/17 22:13,39.32101959,-121.3227118,,,,,,,,,,,84,100,68,45,25,46,9,1,21
Axel Fire Incident Information: ,El Dorado,,74,7/8/17 16:38,9/19/17 22:13,38.7806016,-120.9707675,,,,,,5,,2,,1,84,100,68,45,25,46,9,1,21
Parkfield Fire Incident Information: ,Monterey,,1816,7/8/17 18:30,9/19/17 22:13,35.8635138,-120.5760235,,,,,,,,,,,84,109,61,41,32,56,7,1,45
Benson Fire Incident Information: ,Tehama,,29,7/8/17 18:58,9/19/17 22:13,40.00252078,-121.875425,,,,,,,,,,,86,106,68,43,21,37,8,1,23
Stone Fire Incident Information: ,San Luis Obispo,,340,7/9/17 13:49,9/19/17 22:13,35.4111114,-120.462149,,,,,,,,,,,81,102,57,45,38,64,11,1,34
Garza Fire Incident Information: ,Kings,,48889,7/9/17 15:10,9/19/17 22:17,35.9465433,-120.156187,,1,,,,,,,,,88,104,70,52,43,76,9,1,19
Honcut Fire Incident Information: ,Butte,,166,7/10/17 14:45,9/19/17 22:17,34.88819686,-117.4239501,,,,,,,,,,,90,102,75,50,29,40,14,1,39
Felipe Fire Incident Information: ,Santa Clara,,70,7/10/17 15:54,9/19/17 22:17,37.2503569,-121.6849813,,,,,,,,,,,70,86,54,52,60,88,30,1,32
Jennings Fire Incident Information: ,San Diego,,400,7/11/17 13:45,9/19/17 22:17,39.1951956,-123.0356832,,,,,,,,,,,79,97,59,52,48,78,18,1,19
Lariat Fire Incident Information: ,Santa Clara,,101,7/11/17 16:51,9/21/17 19:41,37.3986987,-121.8187695,,,,,,,,,,,70,86,54,50,59,94,19,1,24
Long Valley Fire Incident Information: ,Lassen,,83733,7/11/17 14:15,9/19/17 22:17,40.0727477,-120.158284,,,,,,,,,,,,90,48,,,,,1,0
Quail Fire Incident Information: ,Calaveras,,59,7/12/17 13:10,9/21/17 19:41,38.1830338,-120.8532225,,,,,,,,,,,77,95,59,52,43,77,20,1,19
Rebie Fire Incident Information: ,Butte,,5,7/12/17 13:55,9/19/17 22:17,38.44871635,-120.4205182,,,,,,,,,,,75,95,57,45,38,63,16,1,13
Rosado Fire Incident Information: ,El Dorado,,13,7/12/17 13:51,9/21/17 19:41,38.19063614,-121.0504939,,,,,,,,,,,79,93,63,48,40,59,16,1,24
Hidden Fire Incident Information: ,San Bernardino,,46,7/12/17 15:29,9/21/17 19:41,34.1308549,-117.2011656,,,,,,,,,,,75,90,63,63,62,93,40,1,24
Spaletta Fire Incident Information: ,Marin,,35,7/12/17 16:15,9/19/17 22:28,38.1390551,-122.7073082,,,,,,,,,,,64,77,54,54,65,86,43,1,27
Washington Fire Incident Information: ,Riverside,,32,7/13/17 10:28,9/19/17 22:28,33.65282779,-117.1290231,,,,,,,,,,,79,91,64,63,61,90,38,1,27
Navajo Fire Incident Information: ,Riverside,,10,7/13/17 14:14,9/21/17 19:44,33.77933,-117.236927,,,,,,,,,,,79,91,64,63,61,90,38,1,27
Dode Fire Incident Information: ,Modoc,,410,7/13/17 15:23,9/21/17 19:44,41.0127042,-119.2911687,,,,,,,,,,,,,,,,,,1,0
Bridge Fire Incident Information: ,San Bernardino,,460,7/14/17 14:23,9/19/17 22:28,36.61910843,-121.8859334,,,,,,,,,,,66,84,50,50,67,100,25,1,29
North Fire Incident Information: ,Shasta,,8,7/15/17 18:10,9/19/17 22:24,40.488539,-122.3936436,,,,,,,,,,,,95,63,,,,,1,0
Reservation Fire Incident Information: ,Monterey,,40,7/16/17 11:17,9/19/17 22:24,35.25204371,-120.5833657,,,,,,,,,,,86,109,63,46,36,60,11,1,32
Grade Fire Incident Information: ,Mendocino,,900,7/16/17 14:51,9/19/17 22:24,39.2562489,-123.2153742,1,,,,,,,,,,81,100,61,43,42,78,5,1,23
Detwiler Fire Incident Information: ,Mariposa,,81826,7/16/17 15:56,10/3/17 14:10,37.75016831,-121.1548294,,152,0,,,,,,,,82,102,64,48,39,63,14,1,29
Range Fire Incident Information: ,Mendocino,,20,7/17/17 12:37,9/21/17 19:44,39.0612883,-123.0563914,,,,,,,,,,,77,97,57,43,39,72,6,1,21
Park Fire Incident Information: ,Fresno,,1649,7/17/17 13:15,9/21/17 19:44,36.0819959,-120.4805951,,,5,,10,35,727,17,1,7,86,108,66,52,34,88,12,1,29
Sand Fire Incident Information: ,Colusa,,70,7/17/17 13:17,9/21/17 19:44,38.9984116,-122.2133513,,,,,4,10,76,4,2,3,81,100,63,50,40,72,14,1,16
Maria Fire Incident Information: ,Calaveras,,117,7/17/17 12:55,7/21/17 18:45,38.2913031,-120.6215003,,,,,,,,,,,82,100,64,43,27,49,9,1,24
Centerville Fire Incident Information: ,Modoc,,15,7/17/17 13:38,9/21/17 19:49,41.370584,-120.563987,,,,,,,,,,,68,90,46,34,0,0,0,1,39
Murphy Fire Incident Information: ,Lake,,40,7/17/17 14:44,9/21/17 19:49,38.8543732,-122.5150642,,,,,,,,,,,72,91,54,48,52,77,26,1,26
Fox Fire Incident Information: ,Tulare,,59,7/17/17 15:32,9/21/17 19:49,36.2208049,-118.6790589,,,,,,,,,,,88,104,72,57,40,66,18,1,23
Mesa Fire Incident Information: ,Santa Barbara,,50,7/17/17 14:55,9/21/17 19:49,34.7245478,-120.1332165,,,,,,,,,,,75,93,57,57,60,88,31,1,23
Hudson Fire Incident Information: ,Kern,,1083,7/18/17 11:45,9/21/17 19:49,34.9610146,-119.4475454,,,,,,,,,,,88,100,73,48,30,46,14,1,24
Laverne Fire Incident Information: ,Shasta,,180,7/18/17 12:39,7/21/17 16:00,35.22083734,-122.3707256,,5,,,,,,,,,,,,,,,,1,0
Ellis Fire Incident Information: ,Riverside,,72,7/18/17 15:34,9/21/17 19:49,33.46683681,-116.2173998,,,,,,,,,,,97,108,84,59,31,37,24,1,27
Hogback Fire Incident Information: ,Tulare,,58,7/18/17 15:50,9/21/17 19:49,35.08547707,-118.1349386,,,,,,,,,,,90,104,75,36,15,36,8,1,35
Willms Fire Incident Information: ,Stanislaus,,19,7/18/17 22:39,9/21/17 19:49,33.6897913,-117.7959716,,,,,,,,,,,75,90,63,63,66,93,42,1,27
Humboldt Fire Incident Information: ,Butte,,103,7/19/17 16:02,9/21/17 19:53,39.7624213,-121.7365958,,,,,,,,,,,79,93,64,37,22,34,7,1,16
Creek Fire Incident Information: ,Glenn,,,7/19/17 17:30,9/21/17 19:53,39.57733568,-122.343341,,,,,,,,,,,79,93,64,37,22,34,7,1,16
Zenon Fire Incident Information: ,San Luis Obispo,,47,7/20/17 14:43,9/21/17 19:53,35.02388724,-120.1280228,,,,,,,,,,,68,86,50,54,75,100,35,1,24
Elephant Fire Incident Information: ,Tulare,,416,7/20/17 19:16,9/21/17 19:53,35.50460785,-118.1023529,,,,,,,,,,,84,99,72,36,21,38,8,1,39
Grizzly Fire Incident Information: ,Nevada,,10,7/21/17 16:50,9/21/17 19:53,38.66953314,-121.4018906,,,,,,,,,,,79,91,64,46,35,49,23,1,19
Marble Fire Incident Information: ,Del Norte,,319,7/19/17 14:00,9/21/17 19:53,41.2623307,-123.5682078,,,,,,,,,,,55,64,46,52,86,100,65,1,29
Dollar Fire Incident Information: ,San Bernardino,,85,7/22/17 13:35,8/24/17 07:27,34.2039629,-117.1422226,,,,,,,,,,,75,91,61,63,71,96,42,1,27
Lost Fire Incident Information: ,San Diego,,255,7/22/17 15:00,9/21/17 19:53,33.2719889,-116.6483845,,,,,,,,,,,70,73,68,64,81,90,71,1,16
Seine Fire Incident Information: ,San Bernardino,,20,7/22/17 15:49,8/24/17 07:27,35.94715874,-117.8682023,,,,,,,,,,,,100,64,,,,,1,0
Castro Fire Incident Information: ,Santa Clara,,78,7/23/17 16:07,9/21/17 19:58,37.42424159,-121.3887152,,,,,,,,,,,68,84,54,52,61,88,29,1,35
High Fire Incident Information: ,San Bernardino,,170,7/23/17 15:53,9/21/17 19:53,34.67629469,-121.6814772,,,,,,,,,,,,,,,,,,1,0
Spenceville Fire Incident Information: ,Yuba,,39,7/24/17 14:56,9/21/17 19:57,39.065065,-121.3521159,,5,,,,,,,,,75,90,64,45,30,52,16,1,14
Modoc July Complex Incident Information: ,Modoc,,83120,7/24/17 12:00,8/24/17 07:28,40.77780464,-119.6195083,,,,,,,,,,,,,,,,,,1,0
Woodland Fire Incident Information: ,El Dorado,,13,7/25/17 14:13,9/21/17 19:57,38.44862747,-120.9887956,,,,,,,,,,,73,90,61,48,38,59,22,1,14
Weller Fire Incident Information: ,Santa Clara,,51,7/26/17 23:19,9/21/17 20:04,37.4444085,-121.8406567,,,,,,,,,,,72,90,55,54,67,94,31,1,19
Ranch Fire Incident Information: ,El Dorado,,140,7/26/17 13:58,9/21/17 19:57,38.5610194,-120.7027359,,,,,,,,,,,81,93,66,50,37,56,19,1,14
Latrobe Fire Incident Information: ,Sacramento,,1286,7/26/17 14:45,9/21/17 19:57,38.5290306,-121.3350068,,,,,,,,,,,81,93,66,50,37,56,19,1,14
Greenhorn Fire Incident Information: ,Nevada,,15,7/27/17 14:49,9/21/17 19:57,37.95711828,-121.6640866,,,,,,,,,,,70,84,55,55,67,90,43,1,23
